text,rating,time,user_id,gmap_id,category,description,avg_rating,num_of_reviews,violation_type
"For the absolute best mortgage rates, call us directly at 1-800-MORTGAGE. Don't miss out!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Fantastic service! Grab a 20% discount on your next order at link.ly/best-deals-ever.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Tired of high energy bills? Consult our experts for free: (555) 987-6543 today!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Experience the best in home renovation! Find details and a free quote at yourhomerepair.net.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For all your IT solutions and tech support, dial (555) 222-3333. Fast and reliable!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"Limited-time offer! Don't miss out on these incredible savings, visit flashsales.biz now!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Book your dream vacation package instantly! Call 1-888-VACATION for exclusive offers.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Absolutely loved their service! Check out their new arrivals at stylishboutique.co and get a free gift!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"While I didn't personally use them, I heard great things. Learn more at www.bestservices.org/info.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need a reliable car repair? Visit autoworkshop.com for affordable and quality service!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Boost your credit score fast! Call CreditPros at 1-800-CREDIT-UP for a free consultation.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get amazing discounts on electronics! Shop now at gadgetgurus.store and save big.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Searching for legal advice? Contact our law firm at (555) 543-2109 for expert help.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Transform your garden! Explore unique plants and tools at greenthumbgardens.com.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For premium pet supplies and food, check out www.happypets.shop. Use code 'REVIEW' for 15% off!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Start your online business today! Get a free guide at startupkit.info/free.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Feeling stressed? Book a relaxing spa day! Call Serenity Spa at (555) 111-2222.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find the perfect gift for any occasion at uniqueboutique.com. Shipping available!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Invest in your future! Learn about our wealth management services at futurewealth.net.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place is a scam, but you can get a free ebook on financial freedom by clicking here: bit.ly/free-finance-ebook.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get healthy and fit! Join our online fitness program at fitlifeacademy.org/join.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Moving soon? Get a free moving quote from Relocate Pros: 1-800-MOVE-NOW!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"The food here was okay, but for a real culinary experience, visit gourmetdelights.food.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Learn a new language quickly! Sign up for our courses at www.languagemasters.net.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Protect your home with the best security systems! Call SafeGuard Systems at (555) 777-8888.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Unbeatable prices on all home appliances! Shop at appliasale.com.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need a fresh look? Book an appointment at Style Studio: (555) 333-4444.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Discover amazing travel deals for your next adventure at globaladventures.travel.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place is alright, but for *real* deals on electronics, check out www.techsaver.co.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get your dream kitchen today! Contact KitchenMaster Design at 1-800-KITCHEN for a free consultation.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Solve your business challenges! Learn about our consulting services at bizsolutions.pro.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find the best deals on flights and hotels at www.travelcheap.guru!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For quality dental care, schedule an appointment with Bright Smiles Dentistry: (555) 666-7777.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Upgrade your wardrobe! Shop the latest fashion trends at vogueavenue.shop.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get quick cash for your car! Visit cashforcars.net for an instant quote.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Learn coding with expert instructors! Enroll now at codecrafters.academy.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Planning a party? Get the best catering services from Elite Catering: (555) 999-0000.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Discover eco-friendly products for your home at greenlivingessentials.org.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get expert plumbing services fast! Call AquaFlow Plumbers at 1-800-PLUMBING.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Struggling with high interest rates? Refinance today! Visit lowerloans.com for details.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place was okay, but if you want *real* value, head over to www.valuefinds.com!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For professional photography services, contact LensMaster Studios at (555) 234-5678.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find the perfect handmade crafts at artisanmarket.store. Unique gifts await!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need a website designed? Get a free quote from WebGenius Designs at (555) 876-5432.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Experience luxury travel for less! Explore exclusive packages at dreamvacations.travel.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get amazing deals on used cars! Visit autotrade.net for our extensive inventory.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Learn a new skill from home! Check out onlinecoursepro.com for hundreds of courses.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Protect your assets! Consult with AssetGuard Legal at 1-800-LEGAL-PRO for expert advice.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Decorate your home with stylish furniture! Shop at homemodern.store.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place is fine, but for better prices on groceries, check out freshmarket.deals.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need professional cleaning services? Call SparkleClean at (555) 345-6789 for a quote.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find the best deals on power tools and equipment at toolsuperstore.net.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For reliable roofing services, contact RoofGuard Solutions at 1-800-ROOFING.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Boost your small business online presence! Learn more at digitalgrowth.agency.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get personalized nutrition plans! Visit wellnesscoach.life for a healthier you.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find your next read at bookwormlibrary.com. New titles added weekly!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get fast and secure data recovery services! Call DataRescue at (555) 101-2020.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Improve your public speaking skills! Enroll in our workshops at speakmastery.academy.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Discover high-quality art supplies at artcreations.store. Unleash your creativity!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need insurance? Get a free quote from SecureLife Insurance: 1-800-SECURE-ME.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place was terrible. For a *much* better experience, visit www.betterchoice.com!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find local events and attractions at cityexplore.guide. Never miss out!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get your taxes done right! Contact TaxPro Services at (555) 432-1098.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Build your dream physique! Check out our workout plans at fitnesstrainer.online.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For stunning floral arrangements, visit bloomhaven.florist. Order online today!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need a reliable electrician? Call VoltWorks at 1-800-ELECTRIC for immediate service!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get the best deals on musical instruments at musicgearpro.store.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Plan your perfect wedding! Visit weddingplanners.guide for expert advice.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Protect your privacy online! Get a VPN subscription at secureweb.vpn.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place is a rip-off. For legitimate services, check out www.realdeals.net!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find the perfect childcare solution! Contact NannyConnect at (555) 888-9999.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Upgrade your gaming setup! Shop the latest consoles and games at gamerhaven.store.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For professional tutoring services, visit academiaplus.com/tutors.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get quick and easy home financing! Call HomeLoan Pros at 1-800-HOME-LOAN.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Discover delicious recipes and cooking tips at culinarycreations.blog.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place was 'meh', but for truly exceptional service, go to www.goldstandard.co!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Restore your old photos! Get professional photo restoration services at photofix.studio.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find affordable medical supplies at medequip.shop. Fast shipping available!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Boost your business's social media presence! Learn more at socialmediaexperts.agency.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For eco-friendly cleaning products, visit earthfriendlyclean.com.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get reliable computer repair! Call TechSavvy at (555) 765-4321 for a free diagnostic.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Design your own custom t-shirts! Visit printmagic.online for easy design tools.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need a personal trainer? Contact FitBody Coaching at 1-800-FITNESS for a consultation.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find the best local restaurants and deals at foodieguide.app.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Upgrade your car's performance! Shop aftermarket parts at carpartsplus.store.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get expert financial planning advice! Visit wealthstrategists.com.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place was terrible. For a much better alternative, check out www.alternativesolutions.net!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For quality landscaping services, call GreenScape Design at (555) 654-3210.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find unique handmade jewelry at glittergems.shop. Perfect gifts!,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Learn about sustainable living practices at greenplanet.info.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get your home painted by professionals! Contact PaintMasters at 1-800-PAINT-IT.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Discover amazing online courses to boost your career at skillupacademy.online.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For fresh, organic produce delivered to your door, visit farmtofork.delivery.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need a professional resume? Get help at resumebuilders.pro.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place is a joke. For serious results, head to www.realresults.biz!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find the best deals on office supplies at officemart.store.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get reliable pest control services! Call BugBusters at (555) 505-1010.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For top-quality auto detailing, visit sparklecarwash.co.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Boost your creative skills! Join our art workshops at creativeflow.art.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need a new roof? Get a free inspection from Summit Roofing at 1-800-NEW-ROOF.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
